Archivo,OLD_Flow Duration,NEW_Flow Duration,OLD_Total Fwd Packets,NEW_Total Fwd Packets,OLD_Total Backward Packets,NEW_Total Backward Packets,OLD_Total Length of Fwd Packets,NEW_Total Length of Fwd Packets,OLD_Total Length of Bwd Packets,NEW_Total Length of Bwd Packets,OLD_Fwd Packet Length Max,NEW_Fwd Packet Length Max,OLD_Fwd Packet Length Min,NEW_Fwd Packet Length Min,OLD_Fwd Packet Length Mean,NEW_Fwd Packet Length Mean,OLD_Fwd Packet Length Std,NEW_Fwd Packet Length Std,OLD_Bwd Packet Length Max,NEW_Bwd Packet Length Max,OLD_Bwd Packet Length Min,NEW_Bwd Packet Length Min,OLD_Bwd Packet Length Mean,NEW_Bwd Packet Length Mean,OLD_Bwd Packet Length Std,NEW_Bwd Packet Length Std,OLD_Flow Bytes/s,NEW_Flow Bytes/s,OLD_Flow Packets/s,NEW_Flow Packets/s,OLD_Flow IAT Mean,NEW_Flow IAT Mean,OLD_Flow IAT Std,NEW_Flow IAT Std,OLD_Flow IAT Max,NEW_Flow IAT Max,OLD_Flow IAT Min,NEW_Flow IAT Min,OLD_Fwd IAT Total,NEW_Fwd IAT Total,OLD_Fwd IAT Mean,NEW_Fwd IAT Mean,OLD_Fwd IAT Std,NEW_Fwd IAT Std,OLD_Fwd IAT Max,NEW_Fwd IAT Max,OLD_Fwd IAT Min,NEW_Fwd IAT Min,OLD_Bwd IAT Total,NEW_Bwd IAT Total,OLD_Bwd IAT Mean,NEW_Bwd IAT Mean,OLD_Bwd IAT Std,NEW_Bwd IAT Std,OLD_Bwd IAT Max,NEW_Bwd IAT Max,OLD_Bwd IAT Min,NEW_Bwd IAT Min,OLD_Fwd Header Length,NEW_Fwd Header Length,OLD_Bwd Header Length,NEW_Bwd Header Length,OLD_Fwd Packets/s,NEW_Fwd Packets/s,OLD_Bwd Packets/s,NEW_Bwd Packets/s,OLD_Min Packet Length,NEW_Min Packet Length,OLD_Max Packet Length,NEW_Max Packet Length,OLD_Packet Length Mean,NEW_Packet Length Mean,OLD_Packet Length Std,NEW_Packet Length Std,OLD_Packet Length Variance,NEW_Packet Length Variance,OLD_FIN Flag Count,NEW_FIN Flag Count,OLD_SYN Flag Count,NEW_SYN Flag Count,OLD_RST Flag Count,NEW_RST Flag Count,OLD_PSH Flag Count,NEW_PSH Flag Count,OLD_ACK Flag Count,NEW_ACK Flag Count,OLD_Down/Up Ratio,NEW_Down/Up Ratio,OLD_Average Packet Size,NEW_Average Packet Size,OLD_Avg Fwd Segment Size,NEW_Avg Fwd Segment Size,OLD_Avg Bwd Segment Size,NEW_Avg Bwd Segment Size,OLD_Init_Win_bytes_forward,NEW_Init_Win_bytes_forward,OLD_Init_Win_bytes_backward,NEW_Init_Win_bytes_backward,OLD_act_data_pkt_fwd,NEW_act_data_pkt_fwd,OLD_Label,NEW_Label
Wednesday-workingHours.pcap_ISCX.csv,3,103,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,19417.47572815534,3.0,103.0,0.0,0.0,3,103,3,3,3,103,3.0,103.0,0.0,0.0,3,103,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,666666.6667,19417.47572815534,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,251,66,-1,0,0,0,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,3,103,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,19417.47572815534,3.0,103.0,0.0,0.0,3,103,3,3,3,103,3.0,103.0,0.0,0.0,3,103,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,666666.6667,19417.47572815534,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,251,66,-1,0,0,0,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,1,101,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,19801.980198019803,1.0,101.0,0.0,0.0,1,101,1,1,1,101,1.0,101.0,0.0,0.0,1,101,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,2000000.0,19801.980198019803,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,274,66,-1,0,0,0,DoS Hulk,DoS Hulk
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,30324,31024,3,3,5,5,26,26,11601,11609,20,20,0,0,8.666666667,8.666666666666666,10.26320288,10.26320288,5840,5850,0,0,2320.2,2318.44677734375,2436.833027,2435.35791015625,383425.6694,375032.23310985044,263.8174383,257.86487880350694,4332.0,4432.0,7302.857066,7302.857066,17300,17300,50,50,17612,18058,8806.0,9029.0,12105.66809,12412.23,17366,17366,246,246,30258,31024,7564.5,7756.0,8807.744679,9030.72,17596,17596,98,98,72,112,112,112,98.93153937,96.69932955131512,164.885899,161.16554925219185,0,0,5840,5850,1291.888889,1454.375,2110.95076,2110.95076,4456113.111,4456113.111,0,0,0,0,0,0,1,1,0,0,1,1,1453.375,1453.375,8.666666667,8.666666666666666,2320.2,2318.44677734375,8192,23049,229,229,2,2,DDoS,DDoS
Wednesday-workingHours.pcap_ISCX.csv,10521155,10521065,8,8,5,5,391,391,11632,11640,391,391,0,0,48.875,48.875,138.2393757,138.2393757,10136,10146,0,0,2326.4,2324.291748046875,4413.497117,4411.19677734375,1142.745259,1143.5154140764266,1.235605787,1.2356163563289457,876762.9167,876755.4166666666,2049261.043,2049261.043,5515130,5515130,30,30,5520948,5532024,788706.8571,790289.14,2085345.996,2089529.57,5517827,5517827,221,221,10500000,10521065,2630277.25,2630266.25,3043184.436,3043171.71,5515130,5515130,137,137,264,304,168,168,0.760372792,0.7603792962024282,0.475232995,0.4752370601265176,0,0,10136,10146,858.7857143,925.4615384615385,2700.487312,2700.487312,7292631.72,7292631.72,0,0,0,0,0,0,1,1,0,0,0,0,924.8461538,924.8461538,48.875,48.875,2326.4,2324.291748046875,29200,52888,235,235,1,1,DoS GoldenEye,DoS GoldenEye
Wednesday-workingHours.pcap_ISCX.csv,102587889,102587821,8,8,7,7,342,342,11595,11603,342,342,0,0,42.75,42.75,120.9152596,120.9152596,4344,4354,0,0,1656.428571,1655.1387939453125,1947.638216,1946.479736328125,116.3587643,116.43682343150655,0.14621609,0.14621618681227277,7327706.357,7327701.5,26600000.0,26600000.0,99600000,99600000,1,1,103000000,102587821,14700000.0,14655403.0,37500000.0,37386232.14,99600000,99600000,1,1,1594,1588,265.6666667,264.67,354.547411,353.21,913,913,2,2,280,320,232,232,0.077981915,0.07798196629987882,0.068234175,0.06823422051239396,0,0,4344,4354,746.0625,796.3333333333334,1487.218274,1487.218274,2211818.196,2211818.196,0,0,0,0,0,0,0,0,1,1,0,0,795.8,795.8,42.75,42.75,1656.428571,1655.1387939453125,274,7889,235,235,1,1,DoS Hulk,DoS Hulk
Tuesday-WorkingHours.pcap_ISCX.csv,48,148,2,2,0,0,14,14,0,0,14,14,0,0,7.0,7.0,9.899494937,9.899494937,0,0,0,0,0.0,0.0,0.0,0.0,291666.6667,94594.5945945946,41666.66667,13513.513513513513,48.0,148.0,0.0,0.0,48,148,48,48,48,148,48.0,148.0,0.0,0.0,48,148,48,48,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,41666.66667,13513.513513513513,0.0,0.0,0,0,14,24,9.333333333,7.0,8.082903769,8.082903769,65.33333333,65.33333333,0,0,1,1,0,0,0,0,1,1,0,0,14.0,14.0,7.0,7.0,0.0,0.0,229,66,-1,0,0,0,FTP-Patator,FTP-Patator
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,876888,876848,3,3,5,5,26,26,11601,11609,20,20,0,0,8.666666667,8.666666666666666,10.26320288,10.26320288,5840,5850,0,0,2320.2,2318.447021484375,2436.833027,2435.357177734375,13259.39002,13269.118478915389,9.123171944,9.123588124737697,125269.7143,125264.0,328551.9162,328551.9162,870340,870340,4,4,5966,5967,2983.0,2983.5,4212.942202,4213.65,5962,5962,4,4,876742,876848,219185.5,219212.0,434111.8676,434164.35,870340,870340,160,160,72,112,112,112,3.421189479,3.4213455467766365,5.701982465,5.70224257796106,0,0,5840,5850,1291.888889,1454.375,2110.95076,2110.95076,4456113.111,4456113.111,0,0,0,0,0,0,1,1,0,0,1,1,1453.375,1453.375,8.666666667,8.666666666666666,2320.2,2318.447021484375,8192,23040,229,229,2,2,DDoS,DDoS
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,1687579,1687536,3,3,5,5,26,26,11607,11615,20,20,0,0,8.666666667,8.666666666666666,10.26320288,10.26320288,7300,7310,0,0,2321.4,2319.51953125,3346.363967,3344.6962890625,6893.306921,6898.223208275261,4.740518814,4.7406396070957895,241082.7143,241076.57142857142,637400.0108,637400.0108,1686570,1686570,3,3,767,767,383.5,383.5,358.5031381,358.5,637,637,130,130,1687530,1687536,421882.5,421884.0,843125.0627,843128.06,1686570,1686570,3,3,72,112,112,112,1.777694555,1.7777398526609212,2.962824259,2.9628997544348685,0,0,7300,7310,1292.555556,1455.125,2662.264877,2662.264877,7087654.278,7087654.278,0,0,0,0,0,0,1,1,0,0,1,1,1454.125,1454.125,8.666666667,8.666666666666666,2321.4,2319.51953125,8192,25437,229,229,2,2,DDoS,DDoS
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,38,138,1,1,1,3,0,0,6,14,0,0,0,0,0.0,0.0,0.0,0.0,6,16,6,4,6.0,5.594542026519775,0.0,0.0,157894.7368,101449.27536231885,52631.57895,28985.507246376812,38.0,46.0,0.0,0.0,38,46,38,38,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,40,80,20,20,26315.78947,7246.376811594203,26315.78947,21739.130434782608,0,0,6,16,2.0,3.5,3.464101615,3.464101615,12.0,12.0,0,0,0,0,0,0,1,1,0,0,1,1,3.0,3.0,0.0,0.0,6.0,5.594542026519775,29200,31880,0,0,0,0,PortScan,PortScan
Wednesday-workingHours.pcap_ISCX.csv,169517,170317,3,3,6,6,382,382,11595,11603,382,382,0,0,127.3333333,127.33333333333333,220.5478028,220.5478028,7240,7250,0,0,1932.5,1930.8157958984375,2695.639126,2693.84619140625,70653.68075,70368.78291656147,53.09202027,52.842640488031144,21189.625,21289.625,55439.5642,55439.5642,158137,158137,46,46,10981,11038,5490.5,5519.0,6375.981846,6409.08,9999,9999,982,982,169442,170317,33888.4,34063.4,69615.35176,69974.85,158137,158137,71,71,104,144,200,200,17.69734009,17.614213496010382,35.39468018,35.228426992020765,0,0,7240,7250,1197.7,1331.6666666666667,2224.62881,2224.62881,4948973.344,4948973.344,0,0,0,0,0,0,1,1,0,0,2,2,1330.777778,1330.777778,127.3333333,127.33333333333333,1932.5,1930.8157958984375,29200,49558,235,235,1,1,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,99145748,99145695,6,6,6,6,362,362,11595,11603,362,362,0,0,60.33333333,60.333333333333336,147.7858811,147.7858811,4344,4354,0,0,1932.5,1931.0810546875,1754.831473,1753.6427001953125,120.6002299,120.68098367760697,0.121033935,0.12103399950950972,9013249.818,9013245.0,29900000.0,29900000.0,99100000,99100000,1,1,99100000,99145695,19800000.0,19829139.0,44300000.0,44365194.83,99100000,99100000,1,1,41510,41529,8302.0,8305.8,13515.83272,13522.02,31219,31219,16,16,200,240,200,200,0.060516967,0.06051699975475486,0.060516967,0.06051699975475486,0,0,4344,4354,919.7692308,997.0833333333334,1498.273126,1498.273126,2244822.359,2244822.359,0,0,0,0,0,0,0,0,1,1,1,1,996.4166667,996.4166667,60.33333333,60.333333333333336,1932.5,1931.0810546875,274,8300,235,235,1,1,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,85700274,85700202,9,9,6,6,373,373,11595,11603,367,367,0,0,41.44444444,41.44444444444444,122.0994585,122.0994585,4344,4354,0,0,1932.5,1931.0511474609375,2178.085008,2176.813720703125,139.6494952,139.74296116594917,0.175028612,0.17502875897538725,6121448.143,6121443.0,22900000.0,22900000.0,85600000,85600000,3,3,85600000,85700202,10700000.0,10712525.25,30200000.0,30235351.64,85600000,85600000,3,3,142651,142818,28530.2,28563.6,57555.97106,57623.35,131141,131141,87,87,284,324,200,200,0.105017167,0.10501725538523234,0.070011445,0.0700115035901549,0,0,4344,4354,748.0,798.4,1577.133898,1577.133898,2487351.333,2487351.333,0,0,0,0,0,0,0,0,1,1,0,0,797.8666667,797.8666667,41.44444444,41.44444444444444,1932.5,1931.0511474609375,274,8584,235,235,2,2,DoS Hulk,DoS Hulk
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,119973135,119990000,4376,4376,4374,4484,2321478,2321478,26244,26252,1273,1273,6,6,530.5022852,530.5022851919562,262.7688148,262.7688148,6,16,6,4,6.0,5.854179859161377,0.0,0.0,19568.73095,19566.04717059755,72.93299454,73.83948662388532,13712.7826,13544.418105881025,20459.26463,20459.26463,1163091,1163091,1,1,120000000,119990000,27422.43086,27426.29,23472.11964,23475.42,1196394,1196394,95,95,120000000,119990000,27431.07249,26765.56,22575.23889,22027.53,1163557,1163557,527,527,87520,87520,87480,87480,36.47483247,36.4697058088174,36.45816207,37.36978081506793,6,6,1273,1273,268.2811107,264.9808126410835,321.4144458,321.4144458,103307.246,103307.246,0,0,0,0,0,0,0,0,1,1,0,0,268.3117714,268.3117714,530.5022852,530.5022851919562,6.0,5.854179859161377,3294,2519,3294,3294,4375,4375,Infiltration,Infiltration
Wednesday-workingHours.pcap_ISCX.csv,119262215,119752315,2792,2792,2110,2111,13712,13712,7878135,7878136,5792,5792,0,0,4.911174785,4.911174785100287,110.3764478,110.3764478,14480,14490,0,0,3733.71327,3731.063232421875,2366.09794,2363.778076171875,66172.23234,65901.42328354988,41.10270801,40.94284106323957,24334.26138,24429.276825785393,152902.2865,152902.2865,995350,995350,0,0,119000000,119752315,42730.98065,42906.6,200884.2122,201709.81,996350,996350,0,0,119000000,119752315,56549.17307,56754.65,229177.9322,230010.68,995350,995350,1,1,89356,89368,67520,67520,23.41059991,23.314789363362205,17.6921081,17.628051699877368,0,0,14480,14490,1610.776871,1609.5957576993678,2414.090913,2414.090913,5827834.935,5827834.935,0,0,0,0,0,0,0,0,1,1,0,0,1611.105467,1611.105467,4.911174785,4.911174785100287,3733.71327,3731.063232421875,235,14835,235,235,120,120,Heartbleed,Heartbleed
Wednesday-workingHours.pcap_ISCX.csv,3,103,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,19417.47572815534,3.0,103.0,0.0,0.0,3,103,3,3,3,103,3.0,103.0,0.0,0.0,3,103,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,666666.6667,19417.47572815534,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,251,66,-1,0,0,0,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,83897458,83897377,10,10,6,6,750,750,11595,11603,375,375,0,0,75.0,75.0,158.113883,158.113883,4344,4354,0,0,1932.5,1931.097412109375,1754.831473,1753.6077880859375,147.1439099,147.23940654306747,0.190708996,0.19070918033587628,5593163.867,5593158.466666667,21600000.0,21600000.0,83500000,83500000,1,1,83800000,83897377,9307069.222,9321930.78,27800000.0,27844391.12,83500000,83500000,1,1,353746,354157,70749.2,70831.4,101479.7349,101597.64,220001,220001,15,15,328,368,200,200,0.119193123,0.11919323770992267,0.071515874,0.07151594262595361,0,0,4344,4354,726.1764706,772.0625,1349.099386,1349.099386,1820069.154,1820069.154,0,0,0,0,0,0,0,0,1,1,0,0,771.5625,771.5625,75.0,75.0,1932.5,1931.097412109375,251,7429,235,235,2,2,DoS Hulk,DoS Hulk
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,55,155,1,1,1,2,2,2,6,14,2,2,2,2,2.0,2.0,0.0,0.0,6,16,6,4,6.0,5.9087958335876465,0.0,0.0,145454.5455,103225.80645161291,36363.63636,19354.83870967742,55.0,77.5,0.0,0.0,55,78,55,55,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,24,64,20,20,18181.81818,6451.612903225807,18181.81818,12903.225806451614,2,2,6,16,3.333333333,5.333333333333333,2.309401077,2.309401077,5.333333333,5.333333333,0,0,0,0,0,0,1,1,0,0,1,1,5.0,5.0,2.0,2.0,6.0,5.9087958335876465,1024,66,0,0,0,0,PortScan,PortScan
Wednesday-workingHours.pcap_ISCX.csv,86069071,86068992,10,10,7,7,867,867,11595,11603,289,289,0,0,86.7,86.7,139.6002627,139.6002627,4344,4354,0,0,1656.428571,1655.1572265625,1757.579003,1756.43310546875,144.7906879,144.8837695229427,0.197515784,0.1975159648668826,5379316.938,5379312.0,21400000.0,21400000.0,85400000,85400000,0,0,85900000,86068992,9544399.0,9563221.33,28500000.0,28556204.32,85400000,85400000,0,0,616409,617622,102734.8333,102937.0,181692.036,182049.58,446938,446938,1,1,328,368,232,232,0.116185755,0.11618586168640153,0.081330029,0.08133010318048108,0,0,4344,4354,692.3333333,733.5294117647059,1314.254385,1314.254385,1727264.588,1727264.588,0,0,0,0,0,0,0,0,1,1,0,0,733.0588235,733.0588235,86.7,86.7,1656.428571,1655.1572265625,274,7285,235,235,3,3,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,1,101,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,19801.980198019803,1.0,101.0,0.0,0.0,1,101,1,1,1,101,1.0,101.0,0.0,0.0,1,101,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,2000000.0,19801.980198019803,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,251,66,-1,0,0,0,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,1,101,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,19801.980198019803,1.0,101.0,0.0,0.0,1,101,1,1,1,101,1.0,101.0,0.0,0.0,1,101,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,2000000.0,19801.980198019803,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,251,66,-1,0,0,0,DoS Hulk,DoS Hulk
Wednesday-workingHours.pcap_ISCX.csv,84914445,84914384,5,5,7,7,302,302,11595,11603,290,290,0,0,60.4,60.4,128.3853574,128.3853574,7240,7250,0,0,1656.428571,1654.983642578125,2566.885263,2565.558349609375,140.1057264,140.2000396069528,0.141318712,0.14131881354753748,7719495.0,7719489.454545454,25600000.0,25600000.0,84800000,84800000,15,15,84800000,84814367,21200000.0,21203591.75,42400000.0,42407183.5,84800000,84800000,48,48,84900000,84914384,14200000.0,14152397.33,34600000.0,34484010.4,84800000,84800000,75,75,144,184,232,232,0.058882797,0.05888283897814062,0.082435915,0.08243597456939687,0,0,7240,7250,915.6153846,992.0833333333334,1998.443709,1998.443709,3993777.256,3993777.256,1,1,0,0,0,0,0,0,0,0,1,1,991.9166667,991.9166667,60.4,60.4,1656.428571,1654.983642578125,0,10453,235,235,2,2,DoS Hulk,DoS Hulk
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,100460141,100460093,26,26,26,28,5776,5776,156,164,1002,1002,6,6,222.1538462,222.15384615384616,304.5652235,304.5652235,6,16,6,4,6.0,5.8839850425720215,0.0,0.0,59.04829459,59.127956411507604,0.517618226,0.5375268764682509,1969806.686,1895473.4528301887,8655557.349,8655557.349,54800000,54800000,36,36,100000000,100460093,4018386.92,4018403.72,12100000.0,12100050.59,54800000,54800000,463,463,100000000,100460093,4018391.52,3720744.19,12100000.0,11203737.72,54800000,54800000,528,528,520,560,520,520,0.258809113,0.25880923681804674,0.258809113,0.2787176396502042,6,6,1002,1002,112.6037736,110.0,237.4695397,237.4695397,56391.78229,56391.78229,0,0,1,1,0,0,0,0,1,1,1,1,114.7692308,114.7692308,222.1538462,222.15384615384616,6.0,5.8839850425720215,255,66,880,880,25,25,Infiltration,Infiltration
Wednesday-workingHours.pcap_ISCX.csv,98805340,98805245,8,8,4,4,347,347,11595,11603,341,341,0,0,43.375,43.375,120.2769869,120.2769869,8688,8698,0,0,2898.75,2896.5986328125,4095.56617,4093.561767578125,120.8639128,120.94499639163892,0.121450926,0.12145104240164578,8982303.636,8982295.0,29700000.0,29700000.0,98700000,98700000,1,1,98700000,98805245,14100000.0,14115035.0,37300000.0,37339773.44,98700000,98700000,1,1,137067,137213,45689.0,45737.67,67155.57981,67227.11,122819,122819,189,189,252,292,136,136,0.080967284,0.08096736160109719,0.040483642,0.040483680800548594,0,0,8688,8698,918.6153846,995.8333333333334,2467.76223,2467.76223,6089850.423,6089850.423,0,0,0,0,0,0,0,0,1,1,0,0,995.1666667,995.1666667,43.375,43.375,2898.75,2896.5986328125,274,13808,235,235,2,2,DoS Hulk,DoS Hulk
Tuesday-WorkingHours.pcap_ISCX.csv,28,128,2,2,0,0,14,14,0,0,14,14,0,0,7.0,7.0,9.899494937,9.899494937,0,0,0,0,0.0,0.0,0.0,0.0,500000.0,109375.0,71428.57143,15625.0,28.0,128.0,0.0,0.0,28,128,28,28,28,128,28.0,128.0,0.0,0.0,28,128,28,28,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,71428.57143,15625.0,0.0,0.0,0,0,14,24,9.333333333,7.0,8.082903769,8.082903769,65.33333333,65.33333333,0,0,1,1,0,0,0,0,1,1,0,0,14.0,14.0,7.0,7.0,0.0,0.0,229,66,-1,0,0,0,FTP-Patator,FTP-Patator
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,436388,437088,3,3,5,5,26,26,11607,11615,20,20,0,0,8.666666667,8.666666666666666,10.26320288,10.26320288,7215,7225,0,0,2321.4,2319.522705078125,3327.769794,3326.111572265625,26657.46996,26633.080752617323,18.33230978,18.30295043561022,62341.14286,62441.142857142855,164643.7884,164643.7884,435718,435718,4,4,491,492,245.5,246.0,277.892965,278.46,442,442,49,49,436377,437088,109094.25,109272.0,217749.264,218104.05,435718,435718,4,4,72,112,112,112,6.874616167,6.863606413353833,11.45769361,11.439344022256389,0,0,7215,7225,1292.555556,1455.125,2650.585648,2650.585648,7025604.278,7025604.278,0,0,0,0,0,0,1,1,0,0,1,1,1454.125,1454.125,8.666666667,8.666666666666666,2321.4,2319.522705078125,8192,25389,229,229,2,2,DDoS,DDoS
Wednesday-workingHours.pcap_ISCX.csv,4,104,1,1,1,1,1983,1983,0,0,1983,1983,1983,1983,1983.0,1983.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,496000000.0,19067307.692307692,500000.0,19230.76923076923,4.0,104.0,0.0,0.0,4,104,4,4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,32,72,32,32,250000.0,9615.384615384615,250000.0,9615.384615384615,0,0,1983,1983,1322.0,991.5,1144.885584,1144.885584,1310763.0,1310763.0,0,0,1,1,0,0,0,0,1,1,1,1,1983.0,1983.0,1983.0,1983.0,0.0,0.0,235,346,235,235,0,0,DoS Slowhttptest,DoS Slowhttptest
Wednesday-workingHours.pcap_ISCX.csv,119259886,119747086,2782,2782,2091,2093,12264,12264,7879536,7879536,4344,4344,0,0,4.408339324,4.408339324227175,83.39047044,83.39047044,15928,15938,0,0,3768.3099,3765.592529296875,2374.669707,2372.279541015625,66173.1305,65903.90015837213,40.86034427,40.710802766423896,24478.63013,24568.54452195322,153117.4894,153117.4894,995232,995232,0,0,119000000,119747086,42883.79396,43059.0,200919.1105,201740.0,996222,996222,0,0,119000000,119747086,57062.13876,57240.48,229801.2555,230519.48,995232,995232,1,1,89024,89036,66912,66912,23.3272066,23.232298112039235,17.53313767,17.478504654384658,0,0,15928,15938,1620.054165,1618.8307692307692,2427.873716,2427.873716,5894570.783,5894570.783,0,0,0,0,0,0,0,0,1,1,0,0,1620.38662,1620.38662,4.408339324,4.408339324227175,3768.3099,3765.592529296875,235,15105,235,235,120,120,Heartbleed,Heartbleed
Friday-WorkingHours-Morning.pcap_ISCX.csv,70479,71079,4,4,3,3,207,207,134,142,195,195,0,0,51.75,51.75,95.54187564,95.54187564,128,138,0,0,44.66666667,44.50315856933594,72.23111056,71.94896697998047,4838.320635,4910.029685279759,99.32036493,98.48197076492353,11746.5,11846.5,27918.73061,27918.73061,68733,68733,20,20,70479,71079,23493.0,23693.0,40219.87838,40562.28,69934,69934,20,20,69345,69935,34672.5,34967.5,48168.82104,48578.65,68733,68733,612,612,92,132,72,72,56.75449425,56.27541186567059,42.56587068,42.20655889925294,0,0,195,195,42.625,49.857142857142854,75.57576615,75.57576615,5711.696429,5711.696429,0,0,0,0,0,0,1,1,0,0,0,0,48.71428571,48.71428571,51.75,51.75,44.66666667,44.50315856933594,8192,8231,237,237,3,3,Bot,Bot
Wednesday-workingHours.pcap_ISCX.csv,53548402,53548394,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037349387,0.03734939277543973,53500000.0,53548394.0,0.0,0.0,53500000,53548394,53500000,53500000,53500000,53548394,53500000.0,53548394.0,0.0,0.0,53500000,53548394,53500000,53500000,0,0,0.0,0.0,0.0,0.0,0,0,0,0,64,104,0,0,0.037349387,0.03734939277543973,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,410,7875,-1,0,0,0,DoS GoldenEye,DoS GoldenEye
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,76911300,76911205,9,9,5,5,62,62,11607,11615,20,20,0,0,6.888888889,6.888888888888889,5.30199124,5.30199124,7215,7225,0,0,2321.4,2319.594482421875,3327.769794,3326.0947265625,151.7202284,151.82443182368553,0.182027868,0.18202809330578035,5916253.846,5916246.538461538,20000000.0,20000000.0,72300000,72300000,3,3,76900000,76911205,9611352.5,9613900.62,25400000.0,25406733.95,72300000,72300000,3,3,21255,21258,5313.75,5314.5,9906.577525,9907.98,20162,20162,5,5,192,232,112,112,0.117017915,0.11701805998228737,0.065009953,0.06501003332349299,0,0,7215,7225,778.3333333,834.0714285714286,2107.034872,2107.034872,4439595.952,4439595.952,0,0,0,0,0,0,0,0,1,1,0,0,833.9285714,833.9285714,6.888888889,6.888888888888889,2321.4,2319.594482421875,256,11506,229,229,7,7,DDoS,DDoS
