Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,Label,_ORIGIN_FILE_,_ORIGIN_IDX_
1748768,3,6,26,11609,20,0,8.666666666666666,10.26320288,4390,0,1932.057861328125,1756.5498046875,6653.255320316931,5.146480264963677,218596.0,609707.852,1727441,1,21022,10511.0,14863.38,21021,1,1748768,349753.6,770187.1,1727441,49,112,132,1.715493421654559,3.430986843309118,0,4390,1292.7777777777778,1645.241762,2706820.456,0,0,0,1,0,2,1291.888889,8.666666666666666,1932.057861328125,20587,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,76128
18090284,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11055658385462605,18090284.0,0.0,18100000,18090284,18090284,18090284.0,0.0,18100000,18090284,0,0.0,0.0,0,0,104,0,0.11055658385462605,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,2081,0,0,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,636026
20997651,2,1,9,0,9,0,4.5,6.363961031,0,0,0.0,0.0,0.4286193727098331,0.14287312423661103,10498825.5,14800000.0,21000000,17,20997651,20997651.0,0.0,21000000,20997651,0,0.0,0.0,0,0,104,32,0.09524874949107402,0.04762437474553701,0,19,3.0,5.196152423,27.0,0,1,0,0,1,0,6.0,4.5,0.0,586,235,0,DoS Slowhttptest,Wednesday-workingHours.pcap_ISCX.csv,70662
98304882,7,6,350,11603,350,0,50.0,132.2875656,4354,0,1931.08984375,1753.6307373046875,121.59111284015376,0.13224165204735203,8192073.5,28400000.0,98300000,0,98304882,16384147.0,40061237.48,98300000,0,5705,1141.0,2173.42,5018,17,272,200,0.07120704341011262,0.0610346086372394,0,4354,919.4615384615385,1460.646863,2133489.258,0,0,0,0,1,0,918.8461538,50.0,1931.08984375,7966,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,92280
147343,3,6,337,11603,337,0,112.33333333333333,194.5670407,5802,0,1930.986572265625,2179.31884765625,81035.40717916697,61.08196521042737,18417.875,46213.67182,132064,1,14276,7138.0,9822.89,13998,191,147343,29468.6,58125.07,132065,46,144,200,20.360655070142457,40.72131014028491,0,5802,1326.6666666666667,1887.609529,3563069.733,0,0,0,1,0,2,1325.777778,112.33333333333333,1930.986572265625,47883,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,91221
152343,3,6,308,11603,308,0,102.66666666666667,177.8238829,4354,0,1931.151123046875,1753.2342529296875,78185.41055381605,59.077213918591596,19042.875,48031.02871,137213,5,14108,7054.0,9968.75,14014,5,152343,30468.6,60455.77,137213,47,144,200,19.692404639530533,39.384809279061066,0,4354,1323.4444444444443,1623.823612,2636803.122,0,0,0,1,0,2,1322.555556,102.66666666666667,1931.151123046875,46209,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,78022
4139044,27,16,4801,17052,602,0,177.8148148148148,212.617576,7924,0,1063.7606201171875,1880.56201171875,5279.721597547646,10.388872406285122,98548.66666666667,330294.1359,1960112,103,4139044,159194.0,410968.4,1960112,250,3482185,232145.67,527481.78,2002030,151,912,520,6.5232454644115885,3.865626941873534,0,7925,508.2093023255814,1205.366537,1452908.488,0,0,0,1,0,0,508.0232558,177.8148148148148,1063.7606201171875,45357,333,12,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,16120
101,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19801.980198019803,101.0,0.0,101,1,101,101.0,0.0,101,1,0,0.0,0.0,0,0,104,0,19801.980198019803,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,195113
119990000,1819,1863,489184,10910,1271,6,268.9301814183617,265.6506388,16,4,5.855630874633789,0.0,4167.797316443037,30.68589049087424,32597.120347731594,583232.1056,33200000,3,119990000,66001.1,824208.37,33300000,91,119990000,64441.46,803705.7,33200000,476,36380,36340,15.159596633052756,15.526293857821486,6,1271,135.8212927756654,229.2879261,52572.95304,0,0,0,0,1,0,137.5390539,268.9301814183617,5.855630874633789,2440,3294,1818,Infiltration,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,83696
6925534,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.4654367446611336,0.5775727907768556,2308511.3333333335,3997848.371,6924830,337,6925534,2308511.33,3997846.64,6924830,337,0,0.0,0.0,0,0,120,0,0.5775727907768556,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.5,6.0,0.0,66,0,3,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,172025
102578728,14,3,2541,14,231,0,181.5,98.36333745,16,0,4.3706865310668945,6.692645072937012,24.90769821205036,0.1657263677514114,6411170.5,13200000.0,51300000,85,102578728,7890671.38,14299995.12,51300000,232,102578728,51289364.0,28094174.04,71200000,31400000,496,100,0.13648053814822114,0.029245829603190245,0,231,150.2941176470588,115.4547276,13329.79412,0,0,0,1,0,0,149.8235294,181.5,4.3706865310668945,31841,0,11,DoS slowloris,Wednesday-workingHours.pcap_ISCX.csv,39726
11507526,21,32,2024,2753,640,0,96.38095238095238,140.1821944,975,0,85.27469635009766,219.62583923339844,415.11963561933294,4.605681533980458,221298.57692307694,600683.8252,2320030,2,9888161,494408.05,875396.92,2364788,420,11507526,371210.52,745612.25,2320030,3,720,1032,1.8248926832752757,2.780788850705182,0,975,90.13207547169812,189.6409541,35963.69147,0,0,0,1,0,1,89.98113208,96.38095238095238,85.27469635009766,33625,257,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,191224
104,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923076923,104.0,0.0,104,4,104,104.0,0.0,104,4,0,0.0,0.0,0,0,104,0,19230.76923076923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,178688
11780121,8,5,417,11640,417,0,52.125,147.4317639,7298,0,2324.5537109375,3349.332275390625,1023.5039181685826,1.1035540297081838,981676.75,2323222.625,6777527,39,6768719,966959.86,2557519.15,6778287,225,11780121,2945030.25,3476482.21,6777527,127,304,168,0.6791101721281132,0.4244438575800707,0,7298,927.4615384615385,2180.142607,4753021.786,0,0,0,1,0,0,926.8461538,52.125,2324.5537109375,50258,235,1,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,658615
4464064,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,8.064400510386948,1.3440667517311582,892812.8,1994156.965,4460070,1,4464064,892812.8,1994154.73,4460070,1,0,0.0,0.0,0,0,160,0,1.3440667517311582,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.0,6.0,0.0,66,0,5,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,64050
898583,3,5,26,11609,20,0,8.666666666666666,10.26320288,8770,0,2318.251953125,3667.14404296875,12948.163942562902,8.90290601981119,128369.0,335271.7921,888661,64,9452,4726.0,6584.58,9382,70,898583,224645.75,442709.42,888661,191,112,112,3.338589757429197,5.564316262381995,0,8770,1454.375,2866.607422,8217438.111,0,0,0,1,0,1,1453.375,8.666666666666666,2318.251953125,26339,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,27768
105,1,2,6,14,6,6,6.0,0.0,16,4,5.906192302703857,0.0,190476.19047619047,28571.42857142857,52.5,0.0,53,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,9523.809523809523,19047.619047619046,6,16,6.666666666666667,0.0,0.0,0,0,0,0,1,1,9.0,6.0,5.906192302703857,66,237,0,Bot,Friday-WorkingHours-Morning.pcap_ISCX.csv,114069
99518764,6,8,365,11603,347,0,60.833333333333336,140.2232743,4354,0,1448.2139892578125,1546.9561767578125,120.25872829369142,0.14067698831147057,7655289.538461538,27600000.0,99400000,15,99418745,19883749.0,44363741.49,99400000,1042,99518764,14216966.29,37544805.33,99400000,15,204,264,0.06029013784777311,0.08038685046369748,0,4354,854.8571428571429,1313.504498,1725294.067,1,0,0,0,0,1,854.7142857,60.833333333333336,1448.2139892578125,6931,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,191720
174,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11494.252873563219,174.0,0.0,174,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,5747.126436781609,5747.126436781609,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,66,236,0,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,59864
99216847,9,7,321,11603,321,0,35.666666666666664,107.0,4354,0,1655.1773681640625,1546.6077880859375,120.18120269433678,0.1612629355173925,6614456.466666667,25600000.0,99000000,2,99216847,12402105.88,35005944.0,99000000,2,168760,28126.67,63008.17,156199,47,336,232,0.0907104012285333,0.07055253428885923,0,4354,745.25,1258.219648,1583116.684,0,0,0,0,1,0,744.75,35.666666666666664,1655.1773681640625,6826,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,213126
85463982,7,6,381,11603,357,0,54.42857142857143,133.4514358,7250,0,1930.8775634765625,3125.199951171875,140.22281339523823,0.15211086232794535,7121998.5,24600000.0,85300000,1,85264066,14210677.67,34826167.8,85300000,1,85463982,17092796.4,38083949.87,85300000,45,224,200,0.08190584894581673,0.07020501338212863,0,7250,921.8461538461538,2169.026824,4704677.363,1,0,0,0,0,0,921.6923077,54.42857142857143,1930.8775634765625,11360,235,4,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,286640
149,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13422.818791946309,149.0,0.0,149,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,6711.4093959731545,6711.4093959731545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,443,1174,0,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,33350
99477895,6,6,365,11603,365,0,60.833333333333336,149.010626,7250,0,1930.9202880859375,2694.169677734375,120.30813478713034,0.12062981429190876,9043445.0,30000000.0,99400000,2,99477895,19895579.0,44490113.84,99400000,2,47662,9532.4,16039.01,37175,118,240,200,0.06031490714595438,0.06031490714595438,0,7250,997.3333333333334,1997.283864,3989142.833,0,0,0,0,1,1,996.6666667,60.833333333333336,1930.9202880859375,10707,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,149519
149,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,107382.55033557047,20134.228187919463,74.5,0.0,75,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,6711.4093959731545,13422.818791946309,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,135642
37462,3,6,326,11603,326,0,108.66666666666667,188.2161878,4354,0,1931.128173828125,1976.20751953125,318429.34173295606,240.24344669264855,4682.75,8977.927835,25153,35,11274,5637.0,6523.53,10008,1000,37462,7492.4,11286.43,25153,35,144,200,80.08114889754951,160.16229779509902,0,4354,1325.4444444444443,1759.460425,3095700.989,0,0,0,1,0,2,1324.555556,108.66666666666667,1931.128173828125,46763,235,1,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,88300
3127801,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.673122426906316,1.2788537378177194,1042600.3333333334,1805231.4,3127103,259,3127801,1042600.33,1805229.67,3127103,259,0,0.0,0.0,0,0,120,0,1.2788537378177194,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.5,6.0,0.0,66,0,3,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,36653
8662769,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.463095922331531,0.5771826537219219,2165692.25,4330725.192,8661781,1,8662769,2165692.25,4330723.19,8661781,1,0,0.0,0.0,0,0,140,0,0.5771826537219219,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.2,6.0,0.0,66,0,4,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,187609
119745912,2801,2070,12264,7879536,4344,0,4.378436272759728,83.10784486,15938,0,3805.644775390625,2456.94970703125,65904.54628630662,40.6777978358042,24588.482956878852,153287.5304,995262,0,119745912,42766.4,201256.41,996257,0,119745912,57876.23,231970.06,995262,2,89644,66208,23.391195183347886,17.28660265245631,0,15938,1620.1601313898584,2471.802162,6109805.929,0,0,0,0,1,0,1621.384805,4.378436272759728,3805.644775390625,15273,235,120,Heartbleed,Wednesday-workingHours.pcap_ISCX.csv,597536
104,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923076923,104.0,0.0,104,4,104,104.0,0.0,104,4,0,0.0,0.0,0,0,104,0,19230.76923076923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,152015
421,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,33254.1567695962,7125.890736342043,210.5,54.44722215,211,72,421,421.0,0.0,421,221,0,0.0,0.0,0,0,104,20,4750.593824228029,2375.2969121140145,0,24,4.666666666666667,8.082903769,65.33333333,0,1,0,0,1,0,9.333333333,7.0,0.0,66,0,0,FTP-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,66083
8559052,4,4,383,378,383,0,95.75,191.5,380,0,92.03758239746094,184.4582977294922,88.91171592367941,0.9346829532055654,1222721.7142857143,2128586.43,5001877,98,3557254,1185751.33,2051114.28,3554149,897,8559052,2853017.33,2573313.29,5002423,1539,176,136,0.4673414766027827,0.4673414766027827,0,383,95.125,166.0527025,27573.5,0,0,0,1,0,1,94.125,95.75,92.03758239746094,32917,235,1,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,61043
61069,4,3,207,142,195,0,51.75,95.54187564,138,0,44.503150939941406,71.94898223876953,5714.847140120192,114.62444120584912,10178.166666666666,23736.17199,58526,23,61069,20356.33,34636.24,59756,23,59719,29859.5,41362.19,58526,606,132,72,65.49968068905665,49.124760516792485,0,195,49.857142857142854,75.57576615,5711.696429,0,0,0,1,0,0,48.71428571,51.75,44.503150939941406,8231,237,3,Bot,Friday-WorkingHours-Morning.pcap_ISCX.csv,64047
479,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,29227.557411273487,6263.048016701461,239.5,26.1629509,240,121,479,479.0,0.0,479,279,0,0.0,0.0,0,0,104,20,4175.365344467641,2087.6826722338205,0,24,4.666666666666667,8.082903769,65.33333333,0,1,0,0,1,0,9.333333333,7.0,0.0,66,0,0,FTP-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,35902
102615864,14,3,2541,14,231,0,181.5,98.36333745,16,0,4.3706865310668945,6.692645072937012,24.898684281408965,0.16566639247904202,6413491.5,13200000.0,51300000,121,102615864,7893528.0,14300001.25,51300000,425,102615864,51307932.0,28104344.82,71200000,31500000,496,100,0.13643114674744639,0.029235245731595652,0,231,150.2941176470588,115.4547276,13329.79412,0,0,0,1,0,0,149.8235294,181.5,4.3706865310668945,31841,0,11,DoS slowloris,Wednesday-workingHours.pcap_ISCX.csv,37138
1720002,3,6,26,11609,20,0,8.666666666666666,10.26320288,4390,0,1932.057861328125,1756.5498046875,6764.52701799184,5.232552055172029,215000.25,597825.4724,1694390,16,25317,12658.5,17566.64,25079,237,1720002,344000.4,754989.64,1694390,16,112,132,1.7441840183906763,3.4883680367813525,0,4390,1292.7777777777778,1645.241762,2706820.456,0,0,0,1,0,2,1291.888889,8.666666666666666,1932.057861328125,20587,229,2,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,159824
11193672,21,32,2008,2753,640,0,95.61904761904762,140.0451628,975,0,85.2748031616211,219.62599182128906,425.3295969365549,4.734818029329428,215262.92307692306,576462.9759,2115014,3,9347725,467386.25,821085.33,2164766,245,11193672,361086.19,714548.53,2115014,3,720,1032,1.8760599738852453,2.8587580554441834,0,975,89.83018867924528,189.5902723,35944.47135,0,0,0,1,0,1,89.67924528,95.61904761904762,85.2748031616211,33626,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,173115
104,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923076923,104.0,0.0,104,4,104,104.0,0.0,104,4,0,0.0,0.0,0,0,104,0,19230.76923076923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,66,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,182017
99325698,6,7,363,11603,345,0,60.5,139.4069582,4354,0,1655.145751953125,1759.49072265625,120.47234744829078,0.13088254360920776,8277141.5,28700000.0,99300000,1,99325698,19865139.6,44322221.02,99300000,1,99325698,16554283.0,40388461.54,99300000,47,204,232,0.06040732781963435,0.0704752157895734,0,4354,920.4615384615385,1459.704433,2130737.033,1,0,0,0,0,1,920.3076923,60.5,1655.145751953125,7605,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,194456
25234256,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.07925733970520074,25234256.0,0.0,25234256,25200000,25234256,25234256.0,0.0,25234256,25200000,0,0.0,0.0,0,0,104,0,0.07925733970520074,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,3267,0,0,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,589824
34918588,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.05727608458852918,34918588.0,0.0,34918588,34900000,34918588,34918588.0,0.0,34918588,34900000,0,0.0,0.0,0,0,104,0,0.05727608458852918,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,4872,0,0,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,585028
119,1,2,2,14,2,2,2.0,0.0,16,4,5.908795356750488,0.0,134453.78151260503,25210.084033613442,59.5,0.0,60,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,8403.361344537814,16806.72268907563,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.908795356750488,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,249160
10644338,5,4,330,3533,330,0,66.0,147.5804865,3535,0,880.2673950195312,1761.4027099609375,362.91594648723105,0.8455199374540718,1330542.25,2468868.483,5640228,43,5666208,1416552.0,2832326.1,5641444,193,10644338,3548112.67,3088456.94,5640228,883,208,136,0.4697332985855955,0.3757866388684764,0,3535,429.22222222222223,1107.972247,1227602.5,0,0,0,1,0,0,428.3333333,66.0,880.2673950195312,41370,235,1,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,623170
16252,2,5,20,11609,20,0,10.0,14.14213562,7310,0,2318.328369140625,3020.922119140625,715542.7024366233,430.71621954221024,2708.6666666666665,5985.090966,14825,51,15708,15708.0,0.0,15708,14979,16252,4063.0,7691.2,14876,189,92,112,123.06177701206006,307.65444253015016,0,7310,1661.2857142857142,2579.543312,6654043.696,0,0,0,1,0,2,1660.142857,10.0,2318.328369140625,25598,229,1,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,76114
157,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,101910.8280254777,19108.28025477707,78.5,0.0,79,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,6369.426751592357,12738.853503184713,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,241538
572551,5,6,897,11603,299,0,179.4,163.7690447,5802,0,1930.9853515625,2179.32275390625,21832.116265625245,19.212262313750216,57255.1,91156.55166,211979,14,436830,109207.5,118070.07,211979,1995,572551,114510.2,189497.29,436045,14,208,200,8.732846506250098,10.479415807500118,0,5802,1136.3636363636363,1743.959758,3041395.636,0,0,0,1,0,1,1135.636364,179.4,1930.9853515625,47437,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,102673
6236734,6,5,759,6101,395,0,126.5,196.217991,5340,0,1217.299560546875,2320.607177734375,1099.9346773487534,1.7637436517254061,623673.4,1582999.337,5003608,85,1233195,246639.0,525017.51,1185702,688,6236734,1559183.5,2361526.42,5004574,21661,240,168,0.9620419918502215,0.8017016598751846,0,5340,623.6363636363636,1518.584808,2306099.818,0,0,0,1,0,0,622.9090909,126.5,1217.299560546875,45236,243,2,Web Attack � XSS,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,72311
11778939,19,33,2008,2753,640,0,105.6842105263158,143.7671932,975,0,82.67589569091797,216.6719207763672,404.1959976191404,4.414659079226066,230959.58823529413,611375.3607,2016131,3,9796901,544272.28,884735.17,2064156,407,11778939,368091.84,742178.61,2016131,3,656,1064,1.6130485097172165,2.80161056950885,0,975,91.5576923076923,191.0076291,36483.91437,0,0,0,1,0,1,91.40384615,105.6842105263158,82.67589569091797,33614,247,16,SSH-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,191992
11543646,8,5,433,11640,433,0,54.125,153.0886181,7298,0,2324.553466796875,3349.332275390625,1045.8567423152094,1.126160660158844,961970.5,2269758.672,6538223,50,6565918,937988.29,2480731.64,6538942,246,11543646,2885911.5,3390063.28,6538223,160,304,168,0.6930219447131348,0.43313871544570925,0,7298,928.6923076923077,2179.896334,4751948.027,0,0,0,1,0,0,928.0769231,54.125,2324.553466796875,50263,235,1,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,607805
100014596,9,5,1245,11603,415,0,138.33333333333334,207.5,7250,0,2317.222900390625,3001.5224609375,128.4612497959798,0.13997956858216976,7693430.461538462,27600000.0,99500000,1,100014596,12501824.5,35105123.2,99500000,1,559006,139751.5,199596.53,423019,63,336,168,0.08998686551710912,0.04999270306506062,0,7250,917.7142857142857,1936.318082,3749327.714,0,0,0,0,1,0,917.1428571,138.33333333333334,2317.222900390625,10892,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,150925
99733628,8,6,332,11603,326,0,41.5,114.9745313,4354,0,1931.0950927734375,1753.616943359375,119.66876408025587,0.1403739168096843,7671817.538461538,27700000.0,99700000,1,99733628,14247661.14,37826536.98,99700000,1,30523,6104.6,8717.48,19185,47,292,200,0.08021366674839103,0.06016025006129327,0,4354,852.5,1424.9627,2030518.695,0,0,0,0,1,0,851.9285714,41.5,1931.0950927734375,7687,235,2,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,256971
150,1,2,6,14,6,6,6.0,0.0,16,4,5.905995845794678,0.0,133333.33333333334,20000.0,75.0,0.0,75,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,6666.666666666667,13333.333333333334,6,16,6.666666666666667,0.0,0.0,0,0,0,0,1,1,9.0,6.0,5.905995845794678,66,256,0,Bot,Friday-WorkingHours-Morning.pcap_ISCX.csv,100789
100964759,8,7,626,11603,310,0,78.25,143.0541855,4354,0,1655.1552734375,1756.44482421875,121.12146971994456,0.14856668949212268,7211768.5,26900000.0,101000000,0,100964759,14423537.0,38062111.53,101000000,0,374336,62389.33,101310.59,235948,47,292,232,0.07923556772913211,0.06933112176299058,0,4354,815.2666666666667,1380.784232,1906565.096,0,0,0,0,1,0,814.7333333,78.25,1655.1552734375,7518,235,3,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,282629
150,1,2,2,14,2,2,2.0,0.0,16,4,5.9087958335876465,0.0,106666.66666666667,20000.0,75.0,0.0,75,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,64,20,6666.666666666667,13333.333333333334,2,16,5.333333333333333,2.309401077,5.333333333,0,0,0,1,0,1,5.0,2.0,5.9087958335876465,66,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,88984
98911802,5,7,356,11603,344,0,71.2,152.5293414,4354,0,1655.113525390625,1946.5325927734375,120.90569333677695,0.12132020403389275,8991982.0,29800000.0,98900000,5,98911802,24727950.5,49455901.0,98900000,5,98911802,16485300.33,40364008.09,98900000,52,184,232,0.050550085014121976,0.07077011901977077,0,4354,996.5833333333334,1609.524265,2590568.359,1,0,0,0,0,1,996.4166667,71.2,1655.113525390625,8325,235,2,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,121331
104790326,15,17,5066,98,1036,6,337.73333333333335,402.1434475,16,4,5.863769054412842,0.0,49.27935809647162,0.30537170005559483,3380333.0967741935,19200000.0,104000000,63,104790326,7485023.29,27700107.06,104000000,446,104790326,6549395.38,24237568.7,104000000,653,340,300,0.14314298440106007,0.16222871565453476,6,1036,161.375,321.5345464,103384.4645,0,1,0,0,1,1,173.8666667,337.73333333333335,5.863769054412842,66,1452,14,Infiltration,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,172340
135,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14814.814814814814,135.0,0.0,135,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,72,32,7407.407407407407,7407.407407407407,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,443,1174,0,Web Attack � Brute Force,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,45455
8384297,8,6,354,11640,354,0,44.25,125.1579003,5802,0,1937.119384765625,2543.23681640625,1430.5313850403916,1.6697881766354412,644945.9230769231,1606708.63,4996159,1,3388214,484030.57,1279817.62,3386378,1,8384297,1676859.4,2366381.29,5003418,47,304,200,0.9541646723631093,0.7156235042723319,0,5802,856.7142857142857,1802.405831,3248666.781,0,0,0,1,0,0,856.1428571,44.25,1937.119384765625,47571,235,1,DoS GoldenEye,Wednesday-workingHours.pcap_ISCX.csv,581545
2871991,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.445715185040621,1.7409525308401037,717997.75,1434649.568,2869973,49,2871991,717997.75,1434647.57,2869973,49,0,0.0,0.0,0,0,140,0,1.7409525308401037,0.0,6,16,6.0,0.0,0.0,0,0,0,0,1,0,7.2,6.0,0.0,66,0,4,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,113022
